OBJECTID,FIREEVENT_ID,INCIDENT_NO,INCIDENT_NM,INCIDENT_ID,COUNTY_LABEL_NM,FIRE_TWP_WHOLE_NO,FIRE_TWP_FRACT_NO,FIRE_RGE_WHOLE_NO,FIRE_RGE_FRACT_NO,FIRE_RGE_DIR_FLG,FIRE_SECT_NO,SITE_ELEV,FIREGCAUSE_LABEL_NM,FIRESCAUSE_LABEL_NM,BURNESCAPE_RSN_LABEL_NM,ACRES_BURNED,START_DT,START_TM,DSCVR_DT,DSCVR_TM,CONTROL_DT,CONTROL_TM,FIRE_OUT_DT,FIRE_OUT_TM,BURN_MERCH_AREA,BURN_REPROD_AREA,BURN_NONSTOCK_AREA,FIREEVNT_CLASS_CD,FIREEVNT_CLASS_LABEL_NM,SECTION_SUBDIV_PTS_ID,LAT_COORD,LON_COORD,RES_ORDER_NO,NON_DNR_RES_ORDER_NO,START_OWNER_AGENCY_NM,START_JURISDICTION_AGENCY_NM,SHAPE,PROTECTION_TYPE,REGION_NAME
12262,42520,1536,Warwick,42144,KLICKITAT,3,0,15,0,E,19,0,Undetermined,None,<Null>,0,7/17/15,1933,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,329031,45.730807,-120.978923,WA-KLCN-469,<Null>,Private,WA Fire Service,Point,DNR Assist Other Agency,SOUTHEAST
8743,42041,830,TOLO 114,41477,PIERCE,18,0,1,0,W,12,<Null>,Undetermined,None,<Null>,0,7/17/15,1236,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,157782,47.06659,-122.74638,WA-SPS-125,<Null>,<Null>,<Null>,Point,<Null>,SO PUGET
1889,42216,836,EAST MASON LAKE,41709,MASON,21,0,2,0,E,18,<Null>,Undetermined,None,<Null>,0,7/17/15,1500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,44223,47.30688,-122.59782,WA-SPS-138,<Null>,<Null>,<Null>,Point,<Null>,SO PUGET
18399,43655,834,WASHOUGAL,43408,CLARK,1,0,4,0,E,42,<Null>,Undetermined,None,<Null>,0,7/17/15,1841,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,454751,45.601174,-122.356764,WA-PCS-156,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
11335,43558,831,FA-GASSMAN ROAD,43311,COWLITZ,9,0,2,0,W,3,<Null>,Undetermined,None,<Null>,0,7/17/15,1454,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,358603,46.29158,-122.91458,WA-PCS-155,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
7150,42069,941,HORSESHOE,41505,STEVENS,32,0,41,0,E,15,<Null>,Undetermined,None,<Null>,0,7/17/15,2105,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,675390,48.27536,-117.62127,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7145,43456,72,J-LINE,43209,GRAYS HARBOR,17,0,6,0,W,14,115,Undetermined,None,<Null>,1,7/17/15,2030,7/17/15,2017,7/17/15,2140,7/22/15,1236,<Null>,<Null>,<Null>,1,Classified,880034,46.96565,-123.40794,WA-PCS-0157,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
7547,42210,71,BIG CREEK ONE,41703,CLARK,4,0,4,0,E,8,1800,Recreation,Camper,<Null>,12,7/17/15,1450,7/17/15,1453,7/18/15,1900,8/3/15,1409,<Null>,12,<Null>,1,Classified,64192,45.84278,-122.33981,WA-PS-0071,<Null>,Forest Landowner-Industrial,DNR,Point,DNR Protection FFPA,PACIFIC CASC
13765,42078,40,NAVY VIEW,41525,SNOHOMISH,32,0,7,0,E,29,1087,Recreation,Other,<Null>,0.1,7/17/15,1920,7/17/15,1900,7/18/15,930,7/24/15,1133,<Null>,<Null>,<Null>,1,Classified,1002811,48.22668,-121.93102,WA-NWS-040,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHWEST
684,42117,39,H.O.,41570,SKAGIT,36,0,6,0,E,35,300,Recreation,Camper,<Null>,0.1,7/17/15,1700,7/17/15,1845,7/17/15,1750,7/17/15,1750,<Null>,<Null>,0.1,1,Classified,329571,48.56052,-121.9868,WA-NWS-039,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHWEST
2629,42045,256,BP TRAIL 25,41481,SPOKANE,26,0,42,0,E,34,1600,Undetermined,None,<Null>,0.01,7/17/15,700,7/17/15,705,7/17/15,900,7/22/15,1320,0.01,<Null>,<Null>,1,Classified,304138,47.70264,-117.49416,<Null>,<Null>,Other Government,DNR,Point,DNR Protection FFPA,NORTHEAST
4318,42280,258,PEND OREILLE SHORES,41793,PEND OREILLE,32,0,44,0,E,22,2057,Debris Burn,None,Extinguish,0.01,7/17/15,2010,7/17/15,2000,7/17/15,2112,7/28/15,1300,<Null>,<Null>,<Null>,1,Classified,1001635,48.2547,-117.22253,WA-NES-797,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
9518,42174,78,SARGENT ROAD,41647,THURSTON,16,0,3,0,W,28,100,Children,Children 10+,<Null>,0.2,7/17/15,1452,7/17/15,1450,7/17/15,1545,7/27/15,1724,<Null>,<Null>,<Null>,1,Classified,136587,46.83837,-123.05739,WA-SPS-126,<Null>,Private,Federal,Point,DNR Protection FFPA,SO PUGET
9104,42079,41,FALLS,41526,SNOHOMISH,30,0,7,0,E,7,491,Miscellaneou,Fireworks,<Null>,12,7/17/15,2330,7/17/15,2200,7/20/15,1900,8/27/15,1200,<Null>,<Null>,12,1,Classified,319714,48.10366,-121.95574,WA-NWS-041,<Null>,US Dept of Fish and Wildlife,DNR,Point,DNR Protection FFPA,NORTHWEST
9245,42036,38,BACUS HILL,41472,SKAGIT,35,0,5,0,E,1,1453,Recreation,Camper,<Null>,0.3,7/17/15,730,7/17/15,800,7/17/15,1300,8/11/15,1330,<Null>,<Null>,<Null>,1,Classified,452042,48.54615,-122.10473,WA-NWS-038,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHWEST
6530,42521,1537,Umtanum,42145,KITTITAS,16,0,19,0,E,20,<Null>,Under Invest,Under Invest,<Null>,0,7/18/15,2042,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,89622,46.861591,-120.478692,WA-SPD-479,<Null>,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
10770,42077,831,CARBON,41511,PIERCE,18,0,6,0,E,27,<Null>,Undetermined,None,<Null>,0,7/18/15,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,986415,47.01291,-122.02132,WA-SPS-0131,<Null>,<Null>,<Null>,Point,<Null>,SO PUGET
10368,42075,942,SALNAVE EXIT ,41509,SPOKANE,23,0,41,0,E,7,<Null>,Undetermined,None,<Null>,0,7/18/15,1628,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,235865,47.49848,-117.67983,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
6078,42139,944,STOUT RESERVOIR,41605,OKANOGAN,32,0,24,0,E,1,<Null>,Undetermined,None,<Null>,0,7/18/15,1316,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,676229,48.29898,-119.7693,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
18540,42813,817,OLYMPIC REGION PREPAREDNESS,42486,CLALLAM,28,0,13,0,W,9,<Null>,Undetermined,None,<Null>,0,7/18/15,1200,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,894737,47.94867,-124.38815,<Null>,<Null>,<Null>,<Null>,Point,<Null>,OLYMPIC
16032,42076,943,OTIS SMOKER,41510,SPOKANE,26,0,44,0,E,20,<Null>,Undetermined,None,<Null>,0,7/18/15,2050,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1133602,47.73486,-117.26955,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
6960,43516,832,DEEP CREEK,43269,THURSTON,17,0,4,0,W,23,<Null>,Undetermined,None,<Null>,0,7/18/15,1829,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,827523,46.945783,-123.14944,WA-PCS-0832,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
7182,43656,835,SODA PEAK,43409,CLARK,2,0,4,0,E,12,<Null>,Undetermined,None,<Null>,0,7/18/15,957,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,156320,45.67041,-122.25739,WA-PCS-160,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
15129,42157,13,NEAH BAY 200 LINE,41623,CLALLAM,33,0,15,0,W,24,<Null>,Under Invest,Under Invest,<Null>,38,7/18/15,1200,7/18/15,1201,7/25/15,1200,8/15/15,1200,<Null>,38,<Null>,1,Classified,264361,48.343723,-124.584684,<Null>,<Null>,Bureau of Indian Affairs,DNR,Point,DNR Protection FFPA,OLYMPIC
12776,42386,74,SOUTH RIVER ROAD,41967,COWLITZ,8,0,2,0,W,34,10,Miscellaneou,Fireworks,<Null>,1.5,7/18/15,1330,7/18/15,1330,7/18/15,1640,7/18/15,1645,<Null>,<Null>,<Null>,1,Classified,1066505,46.13223,-122.9166,WA-PCS-074,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,PACIFIC CASC
18023,42180,81,109TH AVE,41653,THURSTON,17,0,2,0,E,30,350,Miscellaneou,Firearms,<Null>,3.5,7/18/15,1740,7/18/15,1740,7/20/15,1700,8/9/15,1305,<Null>,<Null>,<Null>,1,Classified,1042794,46.92902,-122.6088,WA-SPS-129,<Null>,Private,DNR,Point,DNR Protection FFPA,SO PUGET
16453,42084,260,MARKET CEMETERY,41531,SPOKANE,26,0,43,0,E,22,1926,Undetermined,None,<Null>,0.25,7/18/15,1500,7/18/15,1450,7/18/15,1715,7/27/15,1107,<Null>,<Null>,<Null>,1,Classified,972279,47.73464,-117.36029,WA-NES-802,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
3198,43675,75,MOSSYROCK ROAD EAST,43428,LEWIS,12,0,3,0,E,18,200,Undetermined,None,<Null>,0.1,7/18/15,1600,7/18/15,1600,7/18/15,1757,7/20/15,1401,<Null>,<Null>,<Null>,1,Classified,718602,46.52719,-122.47828,WA-PCS-162,<Null>,Other Government,WA Fire Service,Point,DNR Protection FFPA,PACIFIC CASC
1660,42239,73,UNIT 3,41732,SKAMANIA,2,0,5,0,E,22,1499,Miscellaneou,Fireworks,<Null>,0.2,7/18/15,642,7/18/15,635,7/18/15,930,7/23/15,1150,<Null>,<Null>,0.2,1,Classified,1055012,45.63801,-122.18467,WA-PCC-073,<Null>,DNR,DNR,Point,DNR Protection FFPA,PACIFIC CASC
4959,42179,79,CEDAR CREEK,41652,THURSTON,17,0,4,0,W,23,780,Miscellaneou,Firearms,<Null>,4,7/18/15,1700,7/18/15,1700,7/20/15,1500,9/11/15,1550,<Null>,4,<Null>,1,Classified,719378,46.944,-123.14692,WA-SPS-128,<Null>,DNR,DNR,Point,DNR Protection FFPA,SO PUGET
2404,42080,261,ELK CHATTAROY,41527,SPOKANE,29,0,44,0,E,20,2000,Miscellaneou,Burnin Mater,<Null>,0.1,7/18/15,2120,7/18/15,2120,7/18/15,2230,7/25/15,1235,<Null>,<Null>,<Null>,1,Classified,417745,48.00106,-117.27612,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
4170,42354,90,Swauk Prairie,41927,KITTITAS,20,0,17,0,E,28,2200,Miscellaneou,Burnin Mater,<Null>,0.38,7/18/15,1348,7/18/15,1348,7/18/15,1630,7/20/15,1200,0.38,<Null>,<Null>,1,Classified,910003,47.1988,-120.71706,WA-SES-475,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
4780,42183,82,WEST CLARK RD,41656,MASON,20,0,4,0,W,36,139,Smoker,Other,<Null>,0.1,7/18/15,2007,7/20/15,1330,7/20/15,1440,7/23/15,1219,<Null>,<Null>,<Null>,1,Classified,983382,46.84894,-122.72159,WA-SPS-0130,<Null>,Private,DNR,Point,DNR Protection FFPA,SO PUGET
4781,42172,80,JOHNSON CREEK,41645,THURSTON,16,0,1,0,E,30,457,Miscellaneou,Firearms,<Null>,0.75,7/18/15,2000,7/18/15,2000,7/18/15,1500,7/25/15,1134,<Null>,0.75,<Null>,1,Classified,983382,46.84894,-122.72159,WA-SPS-130,1502,Private,DNR,Point,DNR Protection FFPA,SO PUGET
8085,42654,259,NEWBY LAKE LONG DRAW,42325,OKANOGAN,40,0,24,0,E,8,<Null>,Lightning,None,<Null>,1235,7/18/15,800,7/18/15,1325,<Null>,<Null>,12/1/15,800,<Null>,<Null>,<Null>,1,Classified,266817,48.98145,-119.85769,WA-NES-801,<Null>,Other Government,Other Government,Point,DNR Protection FFPA,NORTHEAST
224,42524,1540,I 90,42148,GRANT,18,0,23,0,E,36,<Null>,Undetermined,None,<Null>,0,7/19/15,1830,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1158249,47.007982,-119.887559,WA-GNRN-607,<Null>,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
18933,42523,1539,Kachess Saddle,42147,KITTITAS,21,0,13,0,E,3,<Null>,Undetermined,None,<Null>,0,7/19/15,1632,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1164095,47.340044,-121.199597,WA-OWF-491,<Null>,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
18411,42522,1538,Lost Lake,42146,KITTITAS,21,0,11,0,E,3,<Null>,Undetermined,None,<Null>,0,7/19/15,1521,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1048955,47.336235,-121.391993,WA-OWF-488,<Null>,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
15940,42118,1501,JUMPING STUMP,41571,WHATCOM,38,0,9,0,E,35,0,Miscellaneou,Other,<Null>,0,7/19/15,1827,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,148139,48.73857,-121.59336,WA-NWS-1501,<Null>,Federal,Federal,Point,DNR Assist Other Agency,NORTHWEST
8637,42212,833,PLA-C 4700,41705,THURSTON,18,0,3,0,W,30,<Null>,Undetermined,None,<Null>,0,7/19/15,2151,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,773878,47.01146,-123.10526,WA-SPS-133,<Null>,<Null>,<Null>,Point,<Null>,SO PUGET
13884,42083,832,KEY PEN,41530,KITSAP,22,0,1,0,E,22,<Null>,Undetermined,None,<Null>,0,7/19/15,949,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,875158,47.38344,-122.66079,WA-SPS-132,<Null>,<Null>,<Null>,Point,<Null>,SO PUGET
15331,42236,76,COLVIN CREEK,41729,COWLITZ,6,0,2,0,E,32,160,Miscellaneou,Firearms,<Null>,110,7/19/15,1156,7/19/15,1157,7/29/15,600,9/28/15,1530,110,<Null>,<Null>,1,Classified,311157,45.95813,-122.58412,WA-PCS-076,<Null>,DNR,DNR,Point,DNR Protection FFPA,PACIFIC CASC
12854,42282,263,GROUSE POND,41795,STEVENS,30,0,41,0,E,5,2400,Miscellaneou,Burnin Mater,<Null>,0.01,7/19/15,1400,7/19/15,1415,7/19/15,1530,7/30/15,1800,<Null>,<Null>,<Null>,1,Classified,880643,48.1302,-117.65312,<Null>,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
2111,42143,264,TILLMAN AGAIN,41609,OKANOGAN,38,0,25,0,E,6,5600,Lightning,None,<Null>,0.1,7/19/15,1800,7/19/15,1839,7/20/15,1600,7/24/15,1419,0.1,<Null>,<Null>,1,Classified,358793,48.81431,-119.74906,WA-NES-811,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
2690,42215,265,MCFARLAND,41708,SPOKANE,25,0,40,0,E,25,2100,Miscellaneou,Burnin Mater,<Null>,0.01,7/19/15,2015,7/19/15,2020,7/19/15,2130,7/23/15,1539,0.01,<Null>,<Null>,1,Classified,715055,47.63403,-117.70375,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
1472,42358,77,SOUTH TOUTLE,41931,COWLITZ,10,0,1,0,E,22,800,Miscellaneou,Other,<Null>,0.75,7/19/15,1351,7/19/15,1330,7/19/15,1600,9/27/15,1755,<Null>,<Null>,<Null>,1,Classified,341597,46.33073,-122.65925,WA-PCS-077,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
6322,42145,266,PICKINS NORTH,41611,OKANOGAN,38,0,27,0,E,12,2463,Lightning,None,<Null>,0.1,7/19/15,2030,7/19/15,2038,7/20/15,1100,7/26/15,1413,<Null>,<Null>,<Null>,1,Classified,1045208,48.80896,-119.38282,WA-NES-813,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
8167,42140,262,SWANSON HILL,41606,OKANOGAN,39,0,28,0,E,28,1070,Miscellaneou,Structure Fi,<Null>,0.1,7/19/15,1100,7/19/15,1100,7/19/15,1530,7/30/15,1118,<Null>,<Null>,<Null>,1,Classified,1020414,48.85613,-119.31736,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
8914,43856,1559,WILDHORSE,43609,OKANOGAN,39,0,27,0,E,27,0,Lightning,None,<Null>,0,7/20/15,638,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,586464,48.85613,-119.41552,<Null>,WA-OWF-498,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
10102,42313,1510,TILLEY ROAD,41866,THURSTON,16,0,2,0,W,21,0,Undetermined,None,<Null>,0,7/20/15,1500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,893729,46.85268,-122.93185,WA-SPS-136,<Null>,Other Government,WA Fire Service,Point,DNR Assist Other Agency,SO PUGET
9411,43187,1558,LA FLEUR BREEZE,42920,FERRY,40,0,33,0,E,27,<Null>,Lightning,None,<Null>,0,7/20/15,433,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,153449,48.93127,-118.62868,<Null>,<Null>,<Null>,<Null>,Point,DNR Assist Other Agency,NORTHEAST
266,42500,1554,BUCKHORN,42113,FERRY,40,0,32,0,E,32,0,Lightning,None,<Null>,0,7/20/15,1709,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,414909,48.92498,-118.80785,<Null>,WA-COF-876,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
1841,42499,1553,BLACKTAIL,42112,STEVENS,35,0,41,0,E,33,0,Lightning,None,<Null>,0,7/20/15,741,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1140660,48.4947,-117.6462,<Null>,WA-LRP-832,US Dept of Fish and Wildlife,US Dept of Fish and Wildlife,Point,DNR Assist Other Agency,NORTHEAST
17486,42498,1552,NORTH BOULDER 2,42111,FERRY,39,0,36,0,E,29,0,Lightning,None,<Null>,0,7/20/15,1357,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,79979,48.84468,-118.2691,<Null>,WA-COF-867,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
13080,43198,1561,NICHOLSON CREEK,42950,OKANOGAN,40,0,31,0,E,26,0,Lightning,None,<Null>,0,7/20/15,435,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,752621,48.93637,-118.87272,<Null>,<Null>,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
10816,42214,835,PLA-SHELTON SPRINGS RD,41707,MASON,20,0,4,0,W,1,<Null>,Undetermined,None,<Null>,0,7/20/15,1557,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,910476,47.24666,-123.13277,WA-SPS-137,<Null>,<Null>,<Null>,Point,<Null>,SO PUGET
717,42237,945,EVANS,41730,STEVENS,37,0,38,0,E,9,<Null>,Undetermined,None,<Null>,0,7/20/15,919,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,896127,48.71668,-118.02452,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
3682,42141,947,HILL LOOP,41607,FERRY,38,0,37,0,E,20,<Null>,Undetermined,None,<Null>,0,7/20/15,1214,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,149737,48.77862,-118.1426,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
5185,42160,950,BULLFROG BUST,41626,OKANOGAN,39,0,26,0,E,9,<Null>,Undetermined,None,<Null>,0,7/20/15,840,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,697029,48.89528,-119.57455,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
1952,42197,812,HOH RESORT,41690,JEFFERSON,26,0,12,0,W,4,<Null>,Undetermined,None,<Null>,0,7/20/15,1023,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,59115,47.787594,-124.258385,<Null>,<Null>,<Null>,<Null>,Point,<Null>,OLYMPIC
5069,42235,948,STARVING SEIGEL,41728,STEVENS,35,0,40,0,E,24,<Null>,Undetermined,None,<Null>,0,7/20/15,930,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,171074,48.51606,-117.70677,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
18079,42159,949,RUBY CHASE,41625,OKANOGAN,40,0,25,0,E,28,<Null>,Undetermined,None,<Null>,0,7/20/15,814,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,79056,48.93785,-119.69355,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
15062,42177,812,ARREZO DR.,41650,SKAGIT,35,0,5,0,E,18,<Null>,Undetermined,None,<Null>,0,7/20/15,1153,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1049593,48.521372,-122.215439,WA-NWS-812,<Null>,<Null>,<Null>,Point,<Null>,NORTHWEST
13695,42202,84,RYAN ROAD,41695,MASON,19,0,3,0,W,5,273,Miscellaneou,Other,<Null>,0.25,7/20/15,1653,7/20/15,1650,7/20/15,2013,7/25/15,1450,<Null>,0.25,<Null>,1,Classified,1119141,47.15925,-123.09351,WA-SPS-139,<Null>,Private,DNR,Point,DNR Protection FFPA,SO PUGET
13824,42206,275,ALKALI CREEK,41699,FERRY,40,0,33,0,E,35,3200,Lightning,None,<Null>,0.03,7/20/15,1030,7/20/15,1005,7/20/15,1430,7/25/15,1452,0.03,<Null>,<Null>,1,Classified,906334,48.92399,-118.6067,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
15378,42153,43,VINEYARD,41619,SAN JUAN,36,0,3,0,W,33,200,Debris Burn,None,Unattended,0.75,7/20/15,1155,7/20/15,1130,7/20/15,1639,7/20/15,1639,<Null>,<Null>,<Null>,1,Classified,126245,48.57071,-123.0694,WA-NWS-043,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHWEST
14181,42162,274,VULCAN PINCH,41628,FERRY,40,0,33,0,E,23,3216,Lightning,None,<Null>,0.01,7/20/15,200,7/20/15,200,7/21/15,1300,7/23/15,1500,<Null>,<Null>,<Null>,1,Classified,757801,48.94587,-118.60676,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
14209,42163,271,STANFORD CREEK,41629,FERRY,40,0,32,0,E,34,2436,Lightning,None,<Null>,0.1,7/20/15,800,7/20/15,900,7/20/15,1000,7/23/15,1324,0.1,<Null>,<Null>,1,Classified,153489,48.92538,-118.76422,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
14315,42184,83,SNIDER ROAD,41665,MASON,20,0,3,0,W,25,60,Under Invest,Under Invest,<Null>,0.1,7/20/15,1336,7/20/15,1330,7/20/15,1317,7/23/15,1317,<Null>,<Null>,<Null>,1,Classified,290963,47.19031,-123.00233,WA-SPS-135,<Null>,Private,DNR,Point,DNR Protection FFPA,SO PUGET
11334,42194,276,BRUNNER,41687,FERRY,40,0,33,0,E,12,3520,Lightning,None,<Null>,0.01,7/20/15,1700,7/20/15,1015,7/20/15,1700,7/25/15,1301,0.01,<Null>,<Null>,1,Classified,793879,48.97469,-118.58446,WA-NES-851,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
14753,42192,279,CAYUSE SLOPE,41685,OKANOGAN,37,0,29,0,E,17,3876,Lightning,None,<Null>,0.71,7/20/15,1130,7/20/15,1130,7/21/15,1440,8/2/15,1130,<Null>,<Null>,<Null>,1,Classified,767001,48.70305,-119.19028,WA-NES-854,<Null>,Federal,US Forest Service,Point,DNR Protection FFPA,NORTHEAST
14782,42356,92,Eagle Rock,41929,CHELAN,24,0,19,0,E,11,2965,Debris Burn,None,Extinguish,0.1,7/20/15,1540,7/20/15,1540,7/20/15,1855,8/16/15,1239,0.1,<Null>,<Null>,1,Classified,1158659,47.59103,-120.41259,WA-SES-515,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
19236,42167,289,MOLSON HILL,41633,OKANOGAN,40,0,29,0,E,8,4200,Lightning,None,<Null>,0.1,7/20/15,700,7/20/15,415,7/20/15,1100,7/28/15,1558,<Null>,<Null>,<Null>,1,Classified,719919,48.98055,-119.197414,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
16127,42161,272,HENNESSY SPOT,41627,FERRY,40,0,34,0,E,17,2083,Lightning,None,<Null>,0.01,7/20/15,845,7/20/15,845,7/20/15,1600,7/23/15,1140,<Null>,<Null>,<Null>,1,Classified,779245,48.96011,-118.54698,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
16329,42158,280,BERRY MOUNTAIN VIEW,41624,PEND OREILLE,32,0,43,0,E,7,2750,Under Invest,Under Invest,<Null>,0.2,7/20/15,1630,7/20/15,1635,7/21/15,1600,10/7/15,1422,0.2,<Null>,<Null>,1,Classified,690945,48.29019,-117.41679,WA-NES-875,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
18153,42208,81,RIVER,41701,COWLITZ,9,0,2,0,W,23,50,Under Invest,Under Invest,<Null>,0.5,7/20/15,2130,7/20/15,2115,7/20/15,2200,7/21/15,1430,<Null>,<Null>,<Null>,1,Classified,441692,46.24808,-122.89376,WA-PCS-081,<Null>,DNR,DNR,Point,DNR Protection FFPA,PACIFIC CASC
